ISSUERID,IVA_COMPANY_RATING,IVA_RATING_DATE,IVA_INDUSTRY,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,LAST_SCORE_UPDATE_DATE,ENVIRONMENTAL_PILLAR_SCORE,ENVIRONMENTAL_PILLAR_WEIGHT,ENVIRONMENTAL_PILLAR_QUARTILE,GOVERNANCE_PILLAR_SCORE,GOVERNANCE_PILLAR_WEIGHT,GOVERNANCE_PILLAR_QUARTILE,SOCIAL_PILLAR_SCORE,SOCIAL_PILLAR_WEIGHT,SOCIAL_PILLAR_QUARTILE,GICS_SUB_IND,CLIMATE_CHANGE_THEME_SCORE,CLIMATE_CHANGE_THEME_WEIGHT,BUSINESS_ETHICS_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_WEIGHT,HUMAN_CAPITAL_THEME_SCORE,HUMAN_CAPITAL_THEME_WEIGHT,NATURAL_RES_USE_THEME_SCORE,NATURAL_RES_USE_THEME_WEIGHT,WASTE_MGMT_THEME_SCORE,WASTE_MGMT_THEME_WEIGHT,PRODUCT_SAFETY_THEME_SCORE,PRODUCT_SAFETY_THEME_WEIGHT,SOCIAL_OPPS_THEME_SCORE,SOCIAL_OPPS_THEME_WEIGHT,STAKEHOLDER_OPPOSIT_THEME_SCORE,STAKEHOLDER_OPPOSIT_THEME_WEIGHT,E_WASTE_SCORE,E_WASTE_WEIGHT,E_WASTE_QUARTILE,FINANCING_ENV_IMP_SCORE,FINANCING_ENV_IMP_QUARTILE,FINANCING_ENV_IMP_WEIGHT,OPPS_CLN_TECH_SCORE,OPPS_CLN_TECH_QUARTILE,OPPS_CLN_TECH_WEIGHT,OPPS_GREEN_BUILDING_SCORE,OPPS_GREEN_BUILDING_QUARTILE,OPPS_GREEN_BUILDING_WEIGHT,OPPS_RENEW_ENERGY_SCORE,OPPS_RENEW_ENERGY_QUARTILE,OPPS_RENEW_ENERGY_WEIGHT,PACK_MAT_WASTE_SCORE,PACK_MAT_WASTE_WEIGHT,PACK_MAT_WASTE_QUARTILE,PROD_CARB_FTPRNT_SCORE,PROD_CARB_FTPRNT_QUARTILE,PROD_CARB_FTPRNT_WEIGHT,RAW_MAT_SRC_SCORE,RAW_MAT_SRC_QUARTILE,RAW_MAT_SRC_WEIGHT,TOXIC_EMISS_WSTE_SCORE,TOXIC_EMISS_WASTE_QUARTILE,TOXIC_EMISS_WSTE_WEIGHT,WATER_STRESS_SCORE,WATER_STRESS_QUARTILE,WATER_STRESS_WEIGHT,CORP_BEHAV_SCORE,CORP_BEHAV_QUARTILE,ACCESS_TO_COMM_SCORE,ACCESS_TO_COMM_QUARTILE,ACCESS_TO_COMM_WEIGHT,ACCESS_TO_FIN_SCORE,ACCESS_TO_FIN_QUARTILE,ACCESS_TO_FIN_WEIGHT,ACCESS_TO_HLTHCRE_SCORE,ACCESS_TO_HLTHCRE_QUARTILE,ACCESS_TO_HLTHCRE_WEIGHT,CHEM_SAFETY_SCORE,CHEM_SAFETY_QUARTILE,CHEM_SAFETY_WEIGHT,COMM_REL_SCORE,COMM_REL_QUARTILE,COMM_REL_WEIGHT,FIN_PROD_SAFETY_SCORE,FIN_PROD_SAFETY_QUARTILE,FIN_PROD_SAFETY_WEIGHT,CONTROV_SRC_SCORE,CONTROV_SRC_QUARTILE,CONTROV_SRC_WEIGHT,HLTH_SAFETY_SCORE,HLTH_SAFETY_QUARTILE,INS_HLTH_DEMO_RISK_WEIGHT,HLTH_SAFETY_WEIGHT,HUMAN_CAPITAL_DEV_SCORE,HUMAN_CAPITAL_DEV_QUARTILE,HUMAN_CAPITAL_DEV_WEIGHT,INS_HLTH_DEMO_RISK_SCORE,INS_HLTH_DEMO_RISK_QUARTILE,LABOR_MGMT_SCORE,LABOR_MGMT_QUARTILE,LABOR_MGMT_WEIGHT,OPPS_NUTRI_HLTH_SCORE,OPPS_NUTRI_HLTH_QUARTILE,OPPS_NUTRI_HLTH_WEIGHT,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_QUARTILE,PRIVACY_DATA_SEC_WEIGHT,PROD_SFTY_QUALITY_SCORE,PROD_SFTY_QUALITY_QUARTILE,PROD_SFTY_QUALITY_WEIGHT,RESPONSIBLE_INVEST_SCORE,RESPONSIBLE_INVEST_QUARTILE,RESPONSIBLE_INVEST_WEIGHT,SUPPLY_CHAIN_LAB_SCORE,SUPPLY_CHAIN_LAB_QUARTILE,SUPPLY_CHAIN_LAB_WEIGHT,ACCOUNTING_SCORE,BOARD_SCORE,CORP_GOVERNANCE_SCORE,CORP_GOVERNANCE_QUARTILE,OWNERSHIP_AND_CONTROL_SCORE,PAY_SCORE,BUS_ETHICS_GOV_PILLAR_SD,BUS_ETHICS_PCTL_GLOBAL,BUS_ETHICS_PCTL_HOME,CORP_BEHAV_ETHICS_SCORE,CORP_BEHAV_GOV_PILLAR_SD,CORP_BEHAV_PCTL_GLOBAL,CORP_BEHAV_PCTL_HOME,TAX_TRANSP_GOV_PILLAR_SD,TAX_TRANSP_PCTL_GLOBAL,TAX_TRANSP_PCTL_HOME,ACCOUNTING_GOV_PILLAR_SD,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,ASSESSMENT_CHANGE_DATE,BOARD_GOV_PILLAR_SD,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_GOV_PILLAR_SD,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_GOV_PILLAR_SD,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_GOV_PILLAR_SD,PAY_PCTL_GLOBAL,PAY_PCTL_HOME,ESG_HEADLINE,IVA_RATING_ANALYSIS,BIODIV_LAND_USE_SCORE,BIODIV_LAND_USE_WEIGHT,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_WEIGHT,INS_CLIMATE_CHG_RISK_SCORE,INS_CLIMATE_CHG_RISK_WEIGHT,ESG_OVERALL_QUARTILE,BIODIV_LAND_USE_QUARTILE,CARBON_EMISSIONS_QUARTILE,INS_CLIMATE_CHG_RISK_QUARTILE,CORP_BEHAV_TAX_TRANSP_SCORE,Industry,CompanyName
IID000000002125011,A,20230110,Metals and Mining - Non-Precious Metals,A,0.0,7.0,5.1,20230124.0,2.6,39,3,7.7,33,1,5.4,28,1,Copper,7.8,9.0,5.9,9.1,,,5.1,19.0,1.3,18.0,0.8,12.0,,,,,5.9,9.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,0.8,4.0,12.0,0.5,4.0,9.0,5.9,2,,,0.0,,,0.0,,,0.0,,,0.0,5.9,1.0,9.0,,,0.0,,,0.0,4.7,2.0,0.0,12.0,7.4,1.0,0.0,,,5.9,1.0,7.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,9.4,9.4,9.1,1,9.5,8.6,-1.6,44,18,5.8,-1.6,45,18,0.0,100,100,-0.078125,44,77,20211118,-0.25,95,80,-0.7,99,96,-0.1171875,94,83,-0.234375,97,94,,"Sandfire's rating is unchanged at 'A'. Sandfire continues to lead global peers on governance practices. It leads industry peers in biodiversity protection and community engagement efforts to help mitigate risks tied to adverse impacts to local ecosystems and communities. However, it could face higher risks of water management, owing to its increased operations in water-stressed region of Spain, through acquisition of Spain-based MATSA Copper Operations (February 2022). Yet, it trails peers in strategies to mitigate water stress.The board has an independent majority and fully independent audit and pay committees, with members having financial and industry expertise; this may bolster management oversight. Sandfire follows the 'one share one vote' principle, which aligns shareholders' economic interests and voting power. Also, we note a detailed anti-corruption policy with executive oversight and staff training on ethics practices.Underground mining may entail the risk of operational disruption tied to potential workplace incidents. Sandfire leads industry peers with a group-wide health and safety policy that extends to contractors and overseen at executive-level. Also, it recorded zero fatalities for the last five years through 2022.Mining operations in general pose the risk of potential liabilities tied to toxic emissions and tailings. It trails peers in risk mitigation measures and seems to lack an ISO 14001-certified environmental management system. Also, we found no disclosure on toxic emissions data; this impedes performance comparison with peers.",2.0,9.0,7.8,9.0,,0.0,1.0,2.0,1.0,,10.0,Materials,Gaming Technology Group
IID000000002125016,CCC,20220925,Utilities,CCC,0.0,0.2,3.0,20221014.0,2.8,54,4,3.0,33,4,3.9,13,4,Independent Power Producers & Energy Traders,0.3,14.0,1.5,5.3,4.7,13.0,3.9,13.0,3.1,14.0,3.3,13.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,0.0,4.7,4.0,13.0,,0.0,,,,0.0,,,0.0,3.3,4.0,13.0,3.1,4.0,14.0,1.5,4,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,3.9,4.0,13.0,,,2.1,4.0,0.0,,,0.0,4.1,4.0,0.0,,,0.0,,,0.0,,,0.0,10.0,3.4,5.3,3,9.3,6.8,-3.3,2,14,1.3,-3.3,2,14,0.0,100,100,0.0,100,100,20221006,-2.96875,8,11,-3.7,32,47,-0.15625,91,98,-0.546875,70,89,Continues to lag peers in managing ESG Key Issues,"Huaneng's rating is unchanged at 'CCC'. As a power generator with ~88% of FY 2021 total installed capacity in thermal plants (vs. 89.7% in FY 2020), Huaneng has a high exposure to carbon emissions-related risks. It continues to lag most peers in risk management measures for the issue. Further, evidence suggests below-average management practices to mitigate water shortage-related risks. The company also continues to lag global and home market peers in corporate governance.Unlike leading peers, Huaneng appears to lack quantifiable climate targets. It aims a transformation through technological innovations and development of renewables. It has a planned capex of ~USD 4.9 billion in 2022 for wind and solar power. However, blackouts due to historic drought and heatwaves in August 2022 in some regions in China may bring into debate the dependability of renewables versus the role of thermal electricity in China's path to achieve its climate targets of carbon peak by 2030 and carbon neutrality by 2060.Water is a crucial input for thermal power generation. Thus, Huaneng may face operational disruptions in the event of water shortage. While recent disclosures indicate use of alternative water sources at select sites, it lags peers in setting quantitative targets.Huaneng's board chair was a former CEO. Its current CEO also sits on the board. These may hinder management oversight. Also, we note increased expenses from related-party transactions (FY 2021: 38.3% vs. FY 2020: 23.3%) that may warrant scrutiny.",,0.0,0.3,14.0,,0.0,4.0,,4.0,,10.0,Utilities,Asset Managementand Custody Banks Corporation
IID000000002125037,BBB,20220829,Industrial Machinery,BBB,0.0,4.5,4.9,20230125.0,5.1,33,2,4.1,47,4,6.3,20,1,Industrial Machinery,10.0,,4.2,5.3,4.7,20.0,6.3,20.0,,,5.6,13.0,,,,,,,,,,,,,4.7,2.0,20.0,,,,,,,,,,,,,,,,5.6,2.0,13.0,,,,4.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,6.3,1.0,20.0,,,,,,,,,,,,,,,,10.0,6.2,5.3,4,7.2,2.3,-2.3,16,8,4.1,-2.3,16,8,0.0,100,100,0.0,100,100,20220406,-1.71875,35,59,-3.7,32,52,-0.625,54,35,-1.328125,26,66,,"Sodick's rating is unchanged at 'BBB'. Our research indicates the company adopts industry-typical environmental programs and strategies to capitalize on the growing demand for clean technologies. We also note its labor practices, such as offering compensatory and non-pay benefits, including stock option plans, paid leaves, and staff training for career growth, are common to those of most peers. However, we continue to note weaknesses in its corporate governance and business ethics practices, relative to those of global peers.Sodick's manufacturing operation may produce toxic emissions and wastes, and hence may face strict environmental regulations. As of FY 2021, all its manufacturing sites in Japan, China, and Thailand maintain ISO 14001 certification. However, we found no evidence of reduction targets, or of annual emissions and wastes monitoring; this limits peer comparison.Leveraging on its molding equipment and IoT product lines, Sodick develops solutions to produce lightweight materials and to increase the efficiency of electric vehicles. However, its R&D investment was 4.9% of sales from FY 2017-2020, lower than the 5.6% industry average (as of August 2022). This could indicate its innovation capacity is lower than that of most peers.While a non-majority independent board and combined CEO-chair role are common in Japan, Sodick's board may hinder strong management oversight. Also, we found limited evidence of anti-corruption policies and internal controls such as regular ethics audits and whistleblower protection to mitigate related risks.",,,10.0,,,,4.0,,3.0,,10.0,Industrials,Global Enterprises Global
IID000000002125041,BB,20220826,Real Estate Development & Diversified Activities,BB,0.0,3.1,3.7,20220826.0,4.1,28,4,4.6,39,3,2.3,33,4,Real Estate Development,6.5,0.0,3.6,6.3,4.1,28.0,0.0,17.0,6.1,0.0,,,4.8,16.0,,,,,,0.0,,,,0.0,,,0.0,4.1,4.0,28.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,6.1,2.0,0.0,3.6,4,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,4.0,0.0,17.0,4.3,3.0,0.0,,,5.4,4.0,0.0,,,0.0,3.7,4.0,0.0,4.8,3.0,16.0,,,0.0,,,0.0,10.0,7.2,6.3,2,9.7,0.9,-2.5,11,50,3.5,-2.5,12,50,0.0,100,100,0.0,100,100,20200423,-1.256347656,53,82,-2.9,52,77,-0.078125,97,100,-1.5625,1,5,Improvements in product quality inspection; weakness in health and safety management persist,"Gemdale's rating is unchanged at 'BB'. We note Gemdale's goal to certify 95% of new buildings by 2023 and green construction initiatives, given China's mandate for green certified developments by 2025. However, there are limited details on its green certified portfolio, impeding peer comparison. While Gemdale has safety inspection programs and zero-accident target for workplace safety, it lags peers in monitoring relevant safety figures (i.e., lost time incident rate). These contribute to its sustained rating.Gemdale's corporate governance practices are average relative to those of global peers. It has a fully independent audit committee, which may help provide objective oversight of risk management and financial reporting. However, Gemdale lacks a nomination committee for recruitment and succession planning for board and key executive roles. Notably, there are no females on the board, this may impact the board's diverse points of view.The company's business ethics policies and programs appears to trail those of global peers. While it offers staff training on ethical conduct, it has yet to adopt practices such as regular audits of ethics practices.Given the stringent property regulation in China, real estate developers are increasingly operating with a high inventory-turnover ratio; this could pose risk of increased complaints related to product quality. Gemdale showed efforts in raw material control and responsible marketing; however, it lags industry peers in monitoring quality metrics and in achieving relevant certifications.",,0.0,6.5,0.0,,0.0,4.0,,4.0,,10.0,Real Estate,Holding Companies Holdings
IID000000002125076,AAA,20221213,"Technology Hardware, Storage & Peripherals",AA,1.0,10.0,6.0,20221221.0,5.0,20,1,6.3,33,2,6.3,47,1,"Technology Hardware, Storage & Peripherals",10.0,0.0,7.4,6.6,3.4,12.0,4.7,28.0,10.0,0.0,7.3,8.0,9.5,12.0,,,6.8,7.0,7.3,8.0,1.0,,,0.0,3.4,2.0,12.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,10.0,1.0,0.0,7.4,1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.8,2.0,7.0,,,0.0,0.0,6.1,1.0,16.0,,,8.1,1.0,0.0,,,0.0,9.5,2.0,12.0,,,0.0,,,0.0,2.9,4.0,12.0,9.4,6.7,6.6,2,9.3,4.5,-1.0,84,98,7.3,-1.0,84,98,0.0,100,100,-0.078125,44,28,20210218,-1.484375,44,69,-2.7,61,86,-0.15625,91,98,-0.9375,35,56,Leads peers on efforts to manage risks across ESG Key Issues,"""Lenovo has been upgraded to 'AAA' from 'AA'. The upgrade reflects improvements in the company's corporate governance practices, which lead those of home market peers. Compared to our last assessment, we note no significant shareholder dissent to the re-election of six directors at the 2022 AGM. Further, the Whistleblower Protection Key Metric under the Business Ethics Key Issue was modified. The company has a policy that provides whistleblowers with protection from retaliation, which also contributed to the upgrade.Lenovo derives substantial revenue (FY 2021: ~83%) from its computers, phones, tablets, and smart devices, and is thus exposed to risks tied to producer responsibility for its end-of-life products. Like leading industry peers, the company has established strong take-back programs across multiple geographies and audit mechanisms for recycling.Lenovo may face talent attraction challenges, given its ongoing \""intelligent transformation\"" plans for its hardware and software solutions, and services that entail expanding its R&D personnel. The company is among leading peers that offer non compensatory benefits alongside stock options covering a majority of its employees, and has strong talent pipeline and upskilling programs.Lenovo's strong governance is underpinned by a business ethics management framework that includes a detailed policy against corruption and bribery, reinforced by employee training, and is overseen at the executive level. Further, the board has an independent majority, which may support management oversight.""",,0.0,10.0,0.0,,0.0,1.0,,3.0,,10.0,Technology,Financial Services Inc.
IID000000002125091,AA,20220728,Software & Services,AA,0.0,8.5,6.0,20220728.0,4.9,16,4,7.0,37,1,5.6,47,2,Application Software,8.7,5.0,6.9,7.7,3.2,11.0,3.1,26.0,,,,,8.6,21.0,,,,,,,,,,,3.2,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,6.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.0,26.0,,,,,,,,,8.6,1.0,21.0,,,,,,,,,,10.0,7.4,7.7,1,9.5,6.8,-1.2,71,44,6.8,-1.2,71,44,0.0,100,100,0.0,100,100,20220611,-1.171875,58,21,-1.8,82,30,-0.1171875,94,83,-0.546875,70,42,,"TechnologyOne's rating is unchanged at 'AA'. TechnologyOne leads most global peers on corporate governance, notably ownership structure. Also, we note its programs to mitigate data security-related risks are above-par, compared to those of industry peers. As an integrated software solutions provider, TechnologyOne has high exposure to workforce-centered risks such as retention. While TechnologyOne offers stock ownership plans and conducts staff engagement surveys, its overall talent management framework lags that of industry peers.Our revised assessment of data security-related risks considers lower exposure for companies with significant revenues from enterprise use solutions as they have limited access to the end user's personal data, relative to data processing peers. TechnologyOne has a robust data security framework and risk mitigation practices, including cybersecurity training to contractors--an industry best practice.TechnologyOne has an independent majority board and fully independent audit committee that could enhance management oversight. Like most Australian peers, it has a single equity structure that aligns shareholder voting power with economic exposure. Further, the company has instituted a detailed anti-corruption policy to preempt potential unethical business practices.While TechnologyOne's cloud software services can help contribute to the digitalization and optimization of enterprises' systems, we note limited involvement in the clean tech space despite opportunities to contribute to reduce the environmental footprint of its clients.",,,8.7,5.0,,,1.0,,3.0,,10.0,Technology,Logisticsand Distribution LLC
IID000000002125094,B,20210224,Asset Management & Custody Banks,,,2.5,4.5,20221216.0,7.0,5,4,7.7,42,1,1.7,53,4,Asset Management & Custody Banks,7.0,5.0,8.3,8.0,,,0.2,24.0,,,,,3.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4.0,24.0,,,,,,,,,2.3,4.0,12.0,,,,3.5,4.0,17.0,,,,10.0,9.1,8.0,1,9.5,3.6,-0.7,96,92,8.3,-0.7,96,92,0.0,100,100,0.0,100,100,20220428,-0.390625,92,73,-1.6,87,41,-0.1171875,94,83,-1.09375,31,2,,"We initiate coverage of Pacific Current Group at 'B'. The company's rating is primarily driven by its weak talent management practices, which trail those of its peers. Like its peers in the financial industry, the company relies on skilled talent, and thus may be highly exposed to challenges in hiring and retaining key employees.The company discloses minimal details on its learning and development programs for staff. Moreover, we did not find evidence of engagement channels for gauging workforce satisfaction, which could help it stay ahead of employee productivity and morale issues.The company handles clients' sensitive information, which may expose it to risks of potential data misuse or breaches. We found no evidence of audits in the company's cybersecurity systems, which we consider a best practice in privacy and data security. Nevertheless, its privacy policy includes steps for protecting personal information against unauthorized access, including due diligence for third party service providers.The company leads peers in governance practices with board level oversight of ethics issues, detailed policies against bribery and corruption, whistleblower protection, as well as an independent majority board. However, it trails market peers in maintaining independent audit and pay committees to enable transparency in financial reporting and pay oversight.",,,7.0,5.0,,,4.0,,4.0,,10.0,Financials,Renewable Energy Consulting
IID000000002125110,B,20220218,Real Estate Management & Services,B,0.0,1.6,3.8,20220921.0,3.8,26,4,2.5,37,4,5.1,37,3,Real Estate Operating Companies,5.9,,2.5,4.2,3.8,26.0,5.1,37.0,,,,,,,,,,,,,,,,,,,,3.8,4.0,26.0,,,,,,,,,,,,,,,,,,,2.5,4,,,,,,,,,,,,,,,,,,,,,,6.6,3.0,,16.0,4.0,4.0,21.0,,,,,,,,,,,,,,,,,,,,,3.5,5.4,4.2,4,8.8,2.3,-2.9,6,1,2.3,-2.9,6,1,0.0,100,100,-0.859375,1,10,20220705,-2.0703125,24,45,-4.5,15,36,-0.2734375,73,98,-1.328125,26,88,,"Bangkok Land's rating is unchanged at 'B'. Bangkok Land lags global peers on corporate governance practices. We note though it has a majority independent board, and 37.5% of its members are potentially entrenched, having been with the company for over 15 years each. Long tenures may impede the directors' independence in board deliberations. Additionally, Bangkok Land lags peers on corporate ethics practices as we did not find any evidence of employee training on ethics or the company conducting audits of its ethical practices.Bangkok Land continues to trail peers in monetizing green building opportunities. Although it has implemented energy efficiency and waste management programs in its properties, the company does not appear to enter green lease agreements with its tenants or pursue green building certification for the majority of its properties.Research indicates Bangkok Land lags peers in having strong employee management programs. Its non-monetary benefits appear limited to providing statutory benefits only. Further, we did not find evidence of the company conducting any engagement surveys to gauge job satisfaction levels.Bangkok Land is assessed on employee safety initiatives due to its property development business. We note the company has a groupwide safety policy. However, unlike peers, it does not appear to have certified its safety systems to international standards such as ISO 45001. Further, it does not disclose its employee safety data or disclose any injury reduction target, thereby hampering peer comparison.",,,5.9,,,,4.0,,4.0,,10.0,Real Estate,Softwareand Services Worldwide
IID000000002125126,BB,20220317,Industrial Machinery,BB,0.0,3.7,4.3,20221219.0,4.6,33,3,3.6,47,4,5.4,20,2,Industrial Machinery,10.0,0.0,5.2,4.3,4.3,20.0,5.4,20.0,,0.0,5.0,13.0,,,,,,,,0.0,,,,0.0,4.3,2.0,20.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,5.0,3.0,13.0,,,0.0,5.2,4,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,4.7,3.0,0.0,,,5.4,2.0,20.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.2,5.3,4.3,4,7.2,1.4,-1.9,29,23,5.1,-1.9,29,23,0.0,100,100,-0.234375,13,19,20220407,-2.1484375,22,34,-4.5,15,21,-0.625,54,35,-1.484375,17,46,,"CKD's rating is unchanged at 'BB'. The company trails global peers on governance. Manufacture of pneumatic equipment and control devices entails long-term supply contracts and may thus present incentives for corruption. While CKD offers whistleblower protection, we found limited evidence of compliance controls such as extensive ethics trainings and audits. Further, the company lacks an independent majority board and has a combined CEO-chair role; these factors, while common in Japan, may limit strong management oversight.While CKD's industrial operations are labor intensive, the company may have moderate exposure to risks related to labor unrest. This is owing to its small workforce (4,515 vs. 20,097 industry average, as of February 2022) and operational focus on Japan (79% of FY 2020 assets), where strikes have been historically less frequent. CKD, like most peers, has engagement initiatives and offers non-pay benefits. However, we found no evidence of performance incentives for staff that could help retain talent and boost morale.CKD may have growth potential in the clean technology space, given the company's focus on the development of its automated packaging machinery and machineries for manufacturing lithium-ion batteries. The company invested an average of 3.29% of its sales in R&D (FY 2017-20), in line with the industry average of 3.67%, as of February 2022. While its R&D investments may indicate its innovation capacity is on par with those of peers, we found limited evidence of targets to expand its cleantech offerings.",,0.0,10.0,0.0,,0.0,4.0,,3.0,,10.0,Industrials,Precious Metals Inc.
IID000000002125136,A,20220217,Construction & Engineering,A,0.0,7.1,4.1,20221017.0,4.9,17,3,3.5,58,3,4.9,25,2,Construction & Engineering,8.3,0.0,6.6,3.4,4.9,17.0,4.9,25.0,,0.0,,,,,,,,,,0.0,,,,0.0,4.9,3.0,17.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,6.6,2,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,4.9,2.0,0.0,25.0,1.8,4.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.2,3.5,3.4,4,7.8,1.4,-1.3,63,66,6.5,-1.3,64,66,0.0,100,100,-0.234375,13,19,20220712,-2.9296875,8,12,-5.2,8,9,-0.5078125,58,39,-1.484375,17,46,,"Chiyoda's rating is unchanged at 'A'. Methodology enhancements to the Corporate Behavior Theme resulted in a greater emphasis on business ethics practices and on exposure to risks related to corruption. Reliance on large-scale tenders and contracts in the construction and engineering industry could present inducements to bribery and corruption. Chiyoda leads most global peers on business ethics framework with a detailed anti-corruption policy supported by compliance measures such as executive oversight and employee trainings.Chiyoda's corporate governance practices, such as non-independent majority board and lack of detailed disclosure on executive pay, largely reflect attributes common in its home market. Despite being a controlled company, it features one voting right per common share, which could help align shareholders' economic interests and voting power.Operations in contracted services for heavy construction may expose Chiyoda to risks of workplace incidents. Its safety initiatives are on par with those of industry peers, as it has adopted group-wide policies that are certified to OHSAS 18001 standard. Also, its three-year average TRIR of 0.23 per million hours is below the industry average of 2.81, FY 2018 - 2020.As the company constructs solar power and recycling plants (around 14% of 2020 revenue), it has opportunities to tap the increasing demand for alternative energy and pollution prevention solutions. While we found no quantifiable R&D targets, it has stated a business strategy to capitalize on clean technology markets.",,0.0,8.3,0.0,,0.0,1.0,,4.0,,10.0,Industrials,Public Transport Services Group
IID000000002125139,A,20230124,Retail - Consumer Discretionary,A,0.0,6.8,5.3,20230124.0,7.3,14,1,7.0,33,1,3.7,53,4,General Merchandise Stores,7.2,7.0,6.9,7.7,,,3.2,28.0,7.3,7.0,,,4.2,25.0,,,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,7.2,1.0,7.0,7.3,1.0,7.0,,,0.0,10.0,1.0,0.0,6.9,2,,,0.0,,,0.0,,,0.0,1.7,4.0,11.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,7.2,2.0,0.0,,,0.0,4.0,14.0,,,0.0,6.1,3.0,14.0,,,0.0,,,0.0,6.4,2.0,14.0,9.4,7.2,7.7,1,8.8,8.6,-1.2,71,44,6.8,-1.2,71,44,0.0,100,100,-0.078125,44,77,20210716,-1.25,55,19,-1.8,82,30,-0.2734375,73,32,-0.234375,97,95,Leads most global peers on corporate governance; perceived labor management risks persist,"Wesfarmers' rating is unchanged at 'A'. Wesfarmers leads most global peers on corporate governance. It has a majority independent board to bolster strong management oversight. Also, its executive pay practices appear to be generally well-aligned with shareholder interests. Its business ethics practices are average compared to global peers. It has a detailed anti-corruption policy and an anti-retaliation provision to protect whistleblowers. Yet, Wesfarmers continues to lag peers in initiatives to manage labor in its own operations.Wesfarmers may face risks of production disruptions in case of labor unrest in the supply chain, as most of its products are manufactured in developing countries. Like most peers, the company conducts regular supplier audits and has remedial measures in case of non-compliance.In FY 2022, Wesfarmers recorded 21% YoY growth in online sales; this may increase its exposure to risks tied to potential data breaches. While the company trains all staff on cybersecurity, its data security systems do not appear to be certified to standards such as ISO 27001, unlike with leading peers.Wesfarmers remains exposed to potential labor management challenges owing to its large workforce (120,000 in 2022 vs. industry average of 87,619, as of Oct. 2022), and reliance on part-time staff (2022: 67%), who typically receive fewer benefits than full-time counterparts. Yet, the company's non-statutory benefits do not seem to be extended to the entire workforce. Also, its admission of underpaying staff since 2010 may pose reputational risks for the company.",,0.0,10.0,0.0,,0.0,2.0,,2.0,,10.0,Consumer Goods,Corporate Diversification Corporation
